username,tweet_id,created_at,content,retweets,favs
Foskopolitano,1356015541148905475,2021-01-31 23:04:33,Crec que el pitjor d'aquesta nit està sent el moderador. Un gran desacert per part de RTVE que a sobre està polititzant segons quines preguntes. #DebateCATrtve,3,11
XarnegoBcn,1356015522941460481,2021-01-31 23:04:28,"""Con Carrizosa no""
#DebateCATrtve",0,3
gvallesfito,1356015518478708736,2021-01-31 23:04:27,"#DebateCATrtve

Es pot ser més looser que el Carrizosa?",1,2
catala12345,1356015516096331776,2021-01-31 23:04:27,"#DebateCATrtve El de VOX habla solo. Nadie le hace ni p..... caso , pero no se entera 😂😂😂😂 menudo desastre. Les quitas la bandera y se quedan sin nada",0,1
ngarcialatorre,1356015511616843783,2021-01-31 23:04:26,Con quién van a pactar? Todos miran a @salvadorilla y le dan ganador de las elecciones #GanaIlla #DebateCATrtve,1,5
azahara14_,1356015510727634944,2021-01-31 23:04:25,"En Carrizosa està molt enamorat de l’Illa, que pesadilla. #DebateCATrtve",1,1
linformatiu_tve,1356015507883905024,2021-01-31 23:04:25,"📩 #14F | Carles Riera assegura que la @cupnacional serà la garantia que Salvador Illa no serà president de la Generalitat. Torna a intervenir Jéssica Albiach per retreure-li els acords amb JxCat.

@rtvenoticias @RTVECatalunya #DebateCATrtve https://t.co/Rx9nx17QRv",1,1
orodil,1356015492293656577,2021-01-31 23:04:21,Os dereitos humanos non se debaten #DebateCATrtve,4,20
jamassague,1356015490720800774,2021-01-31 23:04:21,"Brutal com riu l'Albiach 🤣🤣

#DebateCATrtve https://t.co/3zgNU9Ffuo",1,6
bernatescudero,1356015489873563650,2021-01-31 23:04:20,"@LauraBorras: ""Volem un govern independentista, no amb independentistes, que és el que hem tingut"" no deu ser fàcil parlar bé tan ràpid al  #DebateCATrtve i ja m'explicarà com  🤣👌",0,0
are_rent,1356015488057421825,2021-01-31 23:04:20,@salvadorilla podria ser  president gràcies a l’extrema dreta  #DebateCATrtve,0,0
PscPalamos,1356015484089626630,2021-01-31 23:04:19,#DebateCATrtve #GanaIlla ❤️ https://t.co/lueltmPXg7,0,0
El__Guso,1356015478469259271,2021-01-31 23:04:18,"Después del debate supongo q cs sacara 0 escaños n? Xq esta diciendo q sus votos van directo al PSOE, subrelsista... #DebateCATrtve",0,0
MAVERABIS,1356015476254666753,2021-01-31 23:04:17,"El #ObjetivoDebate de la mujer de Ferreras en @laSextaTV es andar por las alcantarillas,como las RATAS.
En #DebateCATrtve están los primeros espadas de la política catalana.
Ciao @_anapastor_ 👋👋👋 https://t.co/5FdWrvg0Vm",0,1
sergiioor13,1356015472555290625,2021-01-31 23:04:16,¿Qué habla el de Vox? Cambio de canal. Así de fácil es silenciar al fascismo disfrazado de democracia. #DebateCATrtve #GanaIlla,0,3
Rayusmu,1356015472349765635,2021-01-31 23:04:16,"🗣️🗳️Acaba el representante de VOX en el #DebateCATrtve llamar ""Consenso Progre"" al resto de candidatos. ¿EN SERIO? Por favor, que en esos 7 están @LauraBorras de Junts y @alejandroTGN del PP que de progre tienen poco o nada.

Esto es objetivo y lo de VOX cada vez más, es odio.",0,5
alberturon,1356015472010031105,2021-01-31 23:04:16,"Dec ser provincià i maleducat, jo, segons aquesta senyora tant cosmopolita i respectuosa.
#DebateCATrtve https://t.co/TkZNTQZMca",1,4
alf19bcn,1356015456621047817,2021-01-31 23:04:13,"@pichitaoo7 Cataluña es lo que es gracias a muchos pueblos, y del andaluz del que más. Aquí no queremos pureza sino gente que haga grande ests tierra y la llene de respeto y prosperidad #DebateCATrtve",0,1
sergidotu,1356015453194379264,2021-01-31 23:04:12,"Señor moderador!!!! Elpartido de Hitler tambien era legal..y??

#DebateCATrtve",0,3
Patrici30126955,1356015452850429954,2021-01-31 23:04:12,"#DebateCATrtve C's:  le dice a Illa si le va coger el teléfono si o no. Nada de propuestas. 
El PP y Vox lo mismo nada de propuestas.",5,11
JuanCar96622661,1356015448140222467,2021-01-31 23:04:11,"El cambio real es posible en Catalunya con Alejandro Fernández 
@alejandroTGN 
 #DebateCATrtve",4,14
Jisegura78,1356015445191647237,2021-01-31 23:04:10,"El PSC et parla com si aquests 10 anys no haguessin passat. I la qüestió és que cal fer un canvi social i nacional. 
Els dos temes estan a la taula 
#DebateCATrtve",0,0
PedroMazzini,1356015444835098627,2021-01-31 23:04:10,#DebateCATrtve me cae mejor el del PP que el de Cs. El de VOX 🤢🤮,0,0
monteroraya,1356015439529304073,2021-01-31 23:04:08,Pues no estoy de acuerdo en nada con el PDeCAT. Pero me ha gustado que su candidata haya introducido tantos temas (diferentes a cuestiones territoriales). Se ha diferenciado claramente del resto. Representan la CiU tradicional de toda la vida. #DebateCATrtve,1,4
Ferranpico,1356015433615372289,2021-01-31 23:04:07,Els twitts d'en Quico lo millor del #DebateCATrtve Gràcies @QuicoSalles,0,0
carnasedo,1356015432621289472,2021-01-31 23:04:07,Parabéns aos catalans que nom arrenegam da súa lingua num debate sobre o seu País e as súas políticas para votar o seu parlamento. As linguas romances peninsulares entenden-se todas bem se temos vontade. #DebateCATrtve #debat,0,0
flip1714,1356015431975378944,2021-01-31 23:04:07,"Mascliste realització, les formes conten 
#DebateCATrtve 
#DebatCATrtve https://t.co/kli9H4yrX6",0,1
TaniaCrespo3,1356015431228796929,2021-01-31 23:04:07,"De lo mejor del debate!!
""Esto Laura, no te lo crees ni tú'
#DebateCATrtve 
#GanaIlla
#PresidentIlla 🌹❤️🌹❤️🌹❤️ https://t.co/AzK09VIWEn",5,21
Osquirivers,1356015424945721349,2021-01-31 23:04:05,"Carrizosa, no es el momento que hables de los malos resultados de los demás 😂 #DebateCATrtve",1,7
Dolors63,1356015421493796866,2021-01-31 23:04:04,"#DebateCATrtve Aquesta és la realitat de Catalunya, un parlament sense competències i sense recursos econòmics, aquesta és la unica realitat i només es pot redreçar amb la independència! https://t.co/hGmFt1OLxQ",39,34
RosaSantasusana,1356015418142584837,2021-01-31 23:04:03,Carrizosa diu que el tripartit ja està pactat  #DebateCATrtve,0,0
JaimePalomera,1356015409850445824,2021-01-31 23:04:01,"Alejandro no dormirá esta noche, porque por la mañana van a ir a desahuciarle. En 48h, Ciutat Vella vivirá 21 desahucios. Pero en el #DebateCATrtve no han dedicado ni un segundo a la crisis de la vivienda. Realidad paralela. https://t.co/hhGAnmXx5n",153,171
FightFebrer,1356015405458980866,2021-01-31 23:04:00,Però ja sabem el que volen enterrar. @socialistes_cat #DebateCATrtve https://t.co/OMMnSFx7f9 https://t.co/nSlzMc8BKQ,2,8
olcastaneda,1356015395812081668,2021-01-31 23:03:58,Tal com va el #DebateCATrtve veig a tots els partits proclamant-se guanyadors del #14F,0,0
VicencPM8,1356015395535282176,2021-01-31 23:03:58,El moderador de #DebateCATrtve  defensant el candidat de VOX.🤦🤦🤦,0,0
MGalimanyB,1356015391571636226,2021-01-31 23:03:57,"Jojojojuas🤣 però quina toia aquest Illa!! Si ha fet bo a l'Aragonès!

Amb una gorra de plat i de revisor a l'estació de França. 

#DebateCATrtve https://t.co/CuZ17CDFFq",4,9
ercmataro,1356015391374516232,2021-01-31 23:03:57,"🎥@perearagones: ""Senyor Illa, vostè té molts pretendents del 155. Nosaltres, @Esquerra_ERC, som els forjadors d’acords dels que defensem l'amnistia i l'autodeterminació. Li proposo que fem un cara a cara👥 per contraposar el model republicà✊ i el model del 155"" #DebateCATrtve https://t.co/OFWT5Gn2th",3,6
angelgilma,1356015386928492544,2021-01-31 23:03:56,Salvador Illa parla de reconciliació mentre insulta #DebateCATrtve,0,1
jotapege20,1356015381295542273,2021-01-31 23:03:55,"#DebateCATrtve que algu desmenteixi que es va fer un referéndum 1O.

Un butiferrendum es una altre cosa.",0,0
frajudica,1356015379500433409,2021-01-31 23:03:54,"@SonyaGuerraLpz . #DebateCATrtve 
#GanaIlla",0,0
QuicoSalles,1356015377776594944,2021-01-31 23:03:54,Carrizosa anuncia que la nit electoral telefonarà al senyor Illa. Pensava que anava a dir a Glovo. #DebateCATrtve,16,214
oriltri,1356015366686781444,2021-01-31 23:03:51,#DebateCATrtve qui és el nen q parla sol q està a la dreta de l'arc de candidats?,1,2
perericart97,1356015363226558464,2021-01-31 23:03:50,"Des de la discrepància agraeixo bastant que ara hi hagi @jessicaalbiach representant @EnComu_Podem i no els dinosaures polítics que hi havia abans (Rabell i Coscubiela)
 #DebateCATrtve",0,1
AmrothLopes,1356015357123768320,2021-01-31 23:03:49,"O PP falando de cambio. Cambio de que, de marchas? xdd #DebateCATrtve",0,1
aitortxuu5,1356015352715599873,2021-01-31 23:03:48,"#DebateCATrtve 

Que coalición prefieres??",0,1
Niil95,1356015349972529152,2021-01-31 23:03:47,''Si el soci de l'Ajuntament de Barcelona és ERC'' o com dir ''vam acceptar els vots d'un xenofòb per tenir l'alcaldia i ens salveu el paper cada cop que ho necessitem''. #DebateCATrtve,1,3
FerranPedret,1356015349511163905,2021-01-31 23:03:47,"Del garbuix dels darrers anys només en sortirem amb @salvadorilla, amb les candidatures de @socialistes_cat #DebateCATrtve #GanaIlla",24,47
knoxtgn,1356015348928098306,2021-01-31 23:03:47,#DebateCATrtve poder ara te rao en Carrizosa es aixi,0,0
vidapemux,1356015345744674817,2021-01-31 23:03:46,"A favor d’Albiach! No ens podem tapar els ulls. Hi ha un problema evident en Catalunya. 

@EnComu_Podem 

#DebateCATrtve https://t.co/mqbh00nMPr",0,0
QuimetRoman,1356015344733843460,2021-01-31 23:03:46,Es veu que constitucionalista significa que en el nom d Espanya poden fotre a la presó a persones honrades que defensen opcions polítiques de forma pacífica.#DebateCATrtve,0,0
MarinaScribano,1356015340082393092,2021-01-31 23:03:45,"Per cert, a aquest ""a qui no hem d'anomenar"" (i no parlo de Voldemort) no ha fet ni-una-sola-proposta.
#DebateCATrtve",0,2
DRZRZ,1356015337565794305,2021-01-31 23:03:44,"#DebateCATrtve .@xabierfortes sensacional respuesta al candidato de la ultraderecha. Si está ahí él, deben estar también los otros. 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻",4,6
alex1oct,1356015329382715392,2021-01-31 23:03:42,"El moderador està jugant un paper massa paternalista amb la qüestió de la presència de @vox_es 🤮

#DebateCATrtve",0,1
Judit_17,1356015322717941760,2021-01-31 23:03:41,I la gent d vox que es pensa que no li contesten perquè és el puto amo? Sembla ser que no estan entenent res🤯 #DebateCATrtve,0,1
montllo,1356015317911298054,2021-01-31 23:03:39,"#DebateCATrtve
Ahora el moderador les recuerda que el candidato de Vox pertenece a un partido legal y no deben ignorarme y que es mejor que le respondan. Si,ahora. 
Amnesia retardada...",0,0
PSCFIGUERES,1356015317747703812,2021-01-31 23:03:39,"✅ @salvadorilla 

""Lo que pido a la gente que quiere pasar página a estos diez años es que se manifieste el #14F""

""Sí gano me presentaré a la investidura, no me iré. He vuelto""

#DebateCATrtve #GanaIlla #PresidentIlla #FemHo #TornaCatalunya https://t.co/D2E2E9egyw",2,3
joanjordi98,1356015317034610698,2021-01-31 23:03:39,"El moderador blanqueando a Vox por segunda vez. 

Es una vergüenza que den voz a la extrema derecha y es una vergüenza que el moderador diga tanta tontada. 

#DebateCATrtve",7,12
Peter60064025,1356015304766332928,2021-01-31 23:03:36,"#DebateCATrtve Vox y PP, impresentables. Carrizosa se los ha comido; por ese lado igual contiene la hemorragia...en parte",0,0
gocade_,1356015303310897154,2021-01-31 23:03:36,El “doblaje” #DebateCATrtve es un caos. Se entendería mejor en catalán aunque no sepas hablarlo.,0,1
PSCGironella,1356015301847109639,2021-01-31 23:03:36,Totalment adictiu❗️#GanaIlla #DebateCATrtve #LauraAixoNoThoCreusNiTu https://t.co/VtYQ230NiA,1,3
alexmorillash,1356015298013515777,2021-01-31 23:03:35,el senyor del PP em sonava molt i no sabia de que... #DebateCATrtve https://t.co/vHhcdOpA7U,0,3
vali_vali_,1356015296692281345,2021-01-31 23:03:34,"Es impresionante como todos los candidat@s catalanes han interiorizado el ""efecto Illa"". Todos se dirigen a @salvadorilla, consciente o inconscientemente, como el ganador de las elecciones del #14F.

#GanaIlla #DebateCATrtve https://t.co/iepAAEgbhD",4,3
tonisacristan_,1356015294876184576,2021-01-31 23:03:34,"El presentador acaba de dir que és bo per la democràcia escoltar totes les opcions, incloses les feixistes. I això és molt greu.
#DebateCATrtve",1,2
CarlesHeredia,1356015291248029696,2021-01-31 23:03:33,"""El soci de l'Ajuntament de Barcelona és ERC"" diu l'Albiach, i amb raó, quan Aragonès li retreu haver acceptat els vots de Manuel Valls.

Com ser pagafantes i, a sobre, que t'ho retreguin.

#DebateCATrtve",21,58
GameroSamu,1356015285971648515,2021-01-31 23:03:32,"No os pasa que... 

💜💜💜JESSICA ALBIACH💜💜💜

#DebateCATrtve",0,7
PscPalamos,1356015274802225153,2021-01-31 23:03:29,#DebateCATrtve #GanaIlla ❤️ https://t.co/TkEeJARacN,0,1
arnaurima,1356015273913049088,2021-01-31 23:03:29,"Carrizosa, para de tirar-li la canya al Illa!  #DebateCATrtve",0,0
DavidMarmolG,1356015273602654210,2021-01-31 23:03:29,"El @perearagones s'ha quedat sense arguments i ha hagut de tirar de l'investidura d'@AdaColau. Els pressupostos de l'ajuntament de BCN es van aprovar amb els seus vots, els de l'Estat també. La investidura de Pedro Sánchez, també. Siguin coherents, ERC. #DebateCATrtve",0,1
sarapr14,1356015266854010880,2021-01-31 23:03:27,ai el carrizosa mamando del psoe mmmmmmm ole #DebateCATrtve,0,1
Joulens,1356015262168920065,2021-01-31 23:03:26,"Ja m’ha quedat clar el tema dels pactes. Ara podem parlar de propostes i programes electorals o no ho aconseguirem? 
#DebateCATrtve",1,7
Krema_Aspanya,1356015261405634563,2021-01-31 23:03:26,"Eh lo del #DebateCATrtve es molt hardcore, que se li dongui veu al puto garriga, quan tinguem els ultres damunt nostre encara ens preguntarem com es que han conseguit entrar al parlament, cagundeu, no entenc com el carrer no s'encén https://t.co/0sKjNLfdNv",0,1
dd_joca,1356015259694358533,2021-01-31 23:03:26,"Chacón: ""la CUP hkisgtsodh gsudjdu dkskdj okupes djdjdj skskjd okupes xjxksjdjjdnd zjkssk CUP djsikdjdj djdidkkdb okupes"".
I així tot el debat
#PDECAT
#DebateCATrtve",0,3
rtvenoticias,1356015253369331712,2021-01-31 23:03:24,"Àngels Chacón (PdeCat): ""No apoyaremos ni un Gobierno de la CUP, ni uno del 155 [...] Queremos un país libre, pero no a cualquier precio""

#DebateCATrtve https://t.co/z7G3lcXgsZ https://t.co/EP0ESNUMhL",15,28
JACS_JaumeACS,1356015247753146369,2021-01-31 23:03:23,"TVE (televisió pública) organitza un #DebateCATrtve entre les candidates i candidats a presidir la Generalitat amb un moderador que parla en castellà

I la majoria de candidats, també

EL #14F ens hi juguem el ser o no ser",915,2769
GatoVolador_com,1356015247098863616,2021-01-31 23:03:23,"Hace bien Fortes diciendo que la tele pública debe dar voz a todos los partidos. 

#DebateCATrtve 
#PorQuéCiutadans
#Arrimadettes14F",0,0
azahara14_,1356015241906319364,2021-01-31 23:03:21,El de VOX avui marxa plorant. #DebateCATrtve,0,1
TorresPages,1356015230346735617,2021-01-31 23:03:19,“La Junta Electoral que marca las normas de este debate” es una de les frases més tristes que he escoltat en tota la nit. #DebateCATrtve,0,4
oguardingo,1356015223539458049,2021-01-31 23:03:17,"A Pere Aragonès hay que hacerle caso cuando habla del 155, que él lo hizo tan bien que acabó recibiendo el agradecimiento del secretario de estado de Soraya Sáenz de Santamaría. #DebateCATrtve https://t.co/LBaOvpYhOB",8,33
elgelidotolya,1356015223187103752,2021-01-31 23:03:17,"vaig un moment al lavabo, que el candidat del PP acaba de citar el govern d'Andalusia. #DebateCATrtve",1,4
ewokgroc,1356015221056425988,2021-01-31 23:03:16,"Ei, presentador del #DebateCATrtve y el de vox, iros a un hotel",0,4
Xollador,1356015220649578500,2021-01-31 23:03:16,"#STOPv0x14f 

AIXAFEM EL #FEIXISME‼️ ✊🏻

#DebateCATrtve https://t.co/zbOo3kkdCJ",0,2
jordisalavila,1356015219651338246,2021-01-31 23:03:16,#DebateCATrtve el moderador blanquejant el feixisme.,0,2
ObservatoriCat,1356015218212614147,2021-01-31 23:03:16,Evident que no volen parlar de la #Corrupcion al #DebateCATrtve aquesta nit a @Lanoche_24h https://t.co/Sh8LRAv1kN,0,0
miki_gtr,1356015217071808514,2021-01-31 23:03:15,"Illa, ja hem votat?? Quan ha sigut el referèndum?? Els constitucionalistes sou més??? No ho sabia....#ironiaOn #DebateCATrtve",0,2
alb_subirats,1356015208616046596,2021-01-31 23:03:13,Jo vull votar al moderador #DebateCATrtve,0,0
ana_smc00,1356015208490262530,2021-01-31 23:03:13,"Que alguien me explique qué cambio ha habido en Andalucía, aparte de menos dinero para las universidades públicas. #DebateCATrtve",0,2
PODEMOS,1356015208301555719,2021-01-31 23:03:13,"📽 @jessicaalbiach: “Hay que hablarle claro a la ciudadanía:

Hay que conseguir 68 escaños y nosotras queremos un Gobierno de izquierdas, que para mí es la única alternativa al desgobierno de JxCat y ERC ”.

#DebateCATrtve https://t.co/Odxf7tIGDR",152,275
ochoto,1356015203998171139,2021-01-31 23:03:12,Enorme la @jessicaalbiach en el #DebateCATrtve ! Por favor que haya cuantos mas debates mejor para que pueda verse la calidad de la propuesta y de la ponente! #14F https://t.co/ouiR9zDNbR,18,27
nyecnyec,1356015202047832066,2021-01-31 23:03:12,#DebateCATrtve  la tieta Illa parlànt en castellà... (deu ser pels amics analfabets!) https://t.co/6M7gY5l4R7,1,0
joan_serrado,1356015196880449539,2021-01-31 23:03:11,#GanaIlla #DebateCATrtve,0,2
Joan99705728,1356015194544214017,2021-01-31 23:03:10,"@salvadorilla ets molt justet, moltíssim... Els teus somriures estúpids després de cada intervenció són de vergonya aliena
#RepúblicaCatalana 

#SpainIsAFascistState 
#Francoland
#DebateCATrtve",0,0
grepercel,1356015192287698947,2021-01-31 23:03:10,Grande Xabier Fortes bajándole los humos al de B0Cs 🥰 #DebateCATrtve,0,1
AnicetoRamirez,1356015190643527687,2021-01-31 23:03:09,"El que deixa clar el debat és que hi ha una part de la dreta catalana que no és independentista que no té cap espai polític que la representi. 
#DebateCATrtve",0,3
KytesurfCat,1356015187908825090,2021-01-31 23:03:08,"Puedo votar al moderador? A Xavier?

#DebateCATrtve #DebateCATrtv #DebateCATrtv",0,0
JordiVPou,1356015185547448323,2021-01-31 23:03:08,"És ben senzill, si ets independentista, això va de votar als  independentistes que volen deixar de ser-ho, o oblidar-se de ser independents. 

#DebateCATrtve #Lleials1O https://t.co/Kf1B84hrcD",50,95
19Alber1,1356015184238813185,2021-01-31 23:03:08,"Los independentistas quieren de que le hagan represión, hacer represión.
#DebateCATrtve",0,0
cesc239,1356015183454482432,2021-01-31 23:03:07,"El presentador sortint en defensa del candidat de VOX perquè ningú ha interpel·lat amb ell en tot el debat. Menys per dir-li que és un feixista.
#DebateCATrtve",2,5
Sistomatiques,1356015181793538050,2021-01-31 23:03:07,Quin embolic s'ha fotut Carrizosa amb la pregunta de per què C's no va liderar la formació d'un govern el 2017. Si no pot dir 'chiringuito' i 'golpe de Estado' es perd. #DebateCATrtve,2,49
VivereMemento92,1356015176554844160,2021-01-31 23:03:06,"El millor del #DebateCATrtve és el concepte ""TeUveTres"" #Màtrix #DiccionarioFascista",1,1
RosaSantasusana,1356015174403174404,2021-01-31 23:03:05,Pp diu que el canvi es posible i que a Catlunya es posible 🤷‍♀️ #DebateCATrtve,0,0
AndreuPrunera,1356015166845022209,2021-01-31 23:03:03,"Però... si s'ha de rebutjar pactes que ""desplacin"" la llista més votada... l'Arrimadas hagués sigut presidenta a les últimes a les eleccions.

#DebateCATrtve",0,0
Montsinova2,1356015165561516033,2021-01-31 23:03:03,"Ja han dit allò de ""cunvaryens"", ""la nova cunvaryensia"" o el  ""tresparcent""??? 

#DebateCATrtve",0,0
albaa_segura,1356015164785635329,2021-01-31 23:03:03,"@jessicaalbiach no som els vostres socis a l’Ajuntament, som aquells que lluiten per aprovar uns pressupostos reals que siguin pel poble,que millorin les seves condicions de vida. No es preocupi, ens assegurarem que allò que vam lluitar i aprovar, es dugui a terme. #DebateCATrtve",2,5
dnicatala,1356015163791581191,2021-01-31 23:03:03,"En Felix rodriguez de la Fuente del PP fa el que pot, pobret... #DebateCATrtve",0,4
aRuiz_90,1356015162583511040,2021-01-31 23:03:02,"El futuro de Cataluña pasa por retomar el liderazgo de España; económico y cultural. 

Si seguimos con el debate sobre la independencia, estaremos perdiendo tiempo y esfuerzo en un tema estéril.

#DebateCATrtve",0,0
_andrecferreira,1356015160167718915,2021-01-31 23:03:02,"A pandemia em Portugal não irá permitir o destaque devido, mas esta noite foi dado o pontapé de partida às eleições na Catalunha, marcadas para #14F. No #DebateCATrtve, todos se uniram contra o candidato do PSC e ex-ministro da Saúde espanhol, Salvador Illa. https://t.co/D7H22EVjFv",0,6
llumeta81,1356015155491065856,2021-01-31 23:03:01,"El de Vox te una frase grabada i la repeteix en bucle, sigui quin sigui el tema, casi casi com Illa amb el diàleg dins la llei #DebateCATrtve",0,1
xavier_torrens,1356015153922371587,2021-01-31 23:03:00,"📺 És mitjanit i després de veure el #DebateCATrtve del #14F

😴 Me'n vaig a dormir

⏰ Ens retrobem dilluns al #APrimeraHoraRE

📻 A @radioestel amb el periodista @JoanTriasM
 
🏛️ A les 9.00h al #Realpolitik amb @xavier_torrens https://t.co/q6IYqojVda",0,2
gperezmauri,1356015141721153539,2021-01-31 23:02:57,"L'exministre de @sanidadgob, @salvadorilla, del ""gobierno del diálogo"" i ""el más progresista de la historia"" fa totes les intervencions en castellà, fins i tot quan els seus col·legues li parlen en català. Això diu més del que s'imagina.
#DebateCATrtve #Eleccions14F #Catalunya",0,0
yofremar,1356015134368526337,2021-01-31 23:02:56,"Albiach, parlar por parlar, se te ha mezclado el trifanchito, ¿En el Gobierno Central no lo es, pero sí en Cataluña? Poco claro tiene los conceptos, de fiar, poquito. 🌹✊
#DebateCATrtve #GanaIlla #IllaPresident https://t.co/VCU0J2xeOk",0,1
myzenit,1356015127934476288,2021-01-31 23:02:54,"Pere Aragonès dice que no se sabe si hay un 50% independentista o no. 

Supongo que las choporrocientas elecciones que hemos hecho desde 2012 donde no llegan a 50% de voto o los referéndums de 2014 y 2017 con menos de 50% de partcipación no son suficientes.

#DebateCATrtve",0,4
laradiomola,1356015116580491268,2021-01-31 23:02:51,Aquesta me la guardo #DebateCATrtve https://t.co/gQchKW5F14,1,1
afontpuigvert,1356015112772083713,2021-01-31 23:02:51,"Aquest de VOX genera vergonya aliena... Discurs populista 
#DebateCATrtve",0,2
contraidees,1356015106879082496,2021-01-31 23:02:49,"#debateCATrtve En aquesta campanya potser el que més m'està sorprenent és l'estil carrincló i molt conservador del PDCat. M'hagués imaginat un discurs més modern, tipus bussiness friendly, la veritat.",0,1
vitoxat,1356015102437302278,2021-01-31 23:02:48,"Quina colla, estem apanyats! #DebateCATrtve",0,0
PSCVOccSud,1356015097295024130,2021-01-31 23:02:47,"Pido que la mayoría que quiere pasar página se manifieste el #14F para hacer un gobierno de unidad y de reencuentro 🤝Un gobierno:
De CAMBIO y PROGRESISTA.
 Me presentaré a la investidura.
🙌🏼 Y no me iré porque he vuelto.
📺 @salvadorilla en #DebateCATrtve
#GanaIlla",5,12
trenesmania,1356015095286005761,2021-01-31 23:02:46,"No sé qui ha estat el millor de la nit, però el pitjor, sens dubte, el moderador. #DebateCATrtve",4,28
6qcara,1356015094740754434,2021-01-31 23:02:46,"V🤮X
""Problemas regales""
😂😂😂
#DebateCATrtve",0,1
____oscar_,1356015087409102856,2021-01-31 23:02:45,"Sí, queremos pasar página a 300 años de totalitarismo español, Salvador Illa. Y si te gusta te quedas, y si no te vuelves a Madrid #DebateCATrtve",0,0
11joan2,1356015087086133248,2021-01-31 23:02:44,"Buuuuufff !!??

“Pasar página”, quants cops ho ha dit ??

Que REPETITIU !!
🤦🏻‍♂️

#DebateCATrtve",0,1
bielgrciia,1356015086343753729,2021-01-31 23:02:44,"Algú comeix al del PP?

#DebateCATrtve",0,0
ReinaSonia,1356015081931288580,2021-01-31 23:02:43,"¡¡ Enorme @carrizosacarlos !!

Una persona que entró en politica, dejando su profesión, porque PSC y PP nos abandonaron SIEMPRE a los constitucionalistas en Cataluña con sus cambalaches con el naciolismo
#DebateCATrtve https://t.co/d8inRh0DPJ",30,54
pololiva96,1356015080677269508,2021-01-31 23:02:43,Aquest presentador fent el joc al feixisme? #DebateCATrtve,0,5
Esquerra_ERC,1356015080475865091,2021-01-31 23:02:43,"🎥[VÍDEO] @perearagones: ""Els darrers 40 anys hem tingut presidents convergents i socialistes. Ara tenim l'oportunitat de tenir un president d'@Esquerra_ERC. Cal sumar➕ per avançar amb propostes de consens com l'amnistia🎗️ i l'autodeterminació"" #DebateCATrtve https://t.co/2wu53wdeGy",154,224
Mobilisinmobil1,1356015080303955971,2021-01-31 23:02:43,Vox el primer emigrant q expulsarà és el seu candidst #DebateCATrtve,0,0
AgusBB99,1356015077158236163,2021-01-31 23:02:42,Cómo se nota que Garriga tenía el discurso memorizado y no sabe decir otra cosa que el argumentario de siempre. #DebateCATrtve,0,0
Macca15Paul,1356015075656683520,2021-01-31 23:02:42,"#DebateCATrtve Los candidatos de la ultraderecha PPVOXCs son patéticos todos y no se van a comer nada...Eso sí, como Reyes Magos en la cabalgata del año que viene quedarían muy bien. Ada, piénsatelo...😏",6,25
belladelsenhor,1356015073718915073,2021-01-31 23:02:41,El moderador está desmadrado😂😂😂#DebateCATrtve,0,0
Som__PNC,1356015067410657280,2021-01-31 23:02:40,@elnacionalcat Avui votaria el PNC! #DebateCATrtve,1,1
RealRakso,1356015066299170822,2021-01-31 23:02:40,#DebateCATrtve aquest home no pot moderar un debat tractant a la gent així i introduint opinions,0,3
pepbertran,1356015061903540224,2021-01-31 23:02:38,"Que pesada l'Àngels Chacon caricaturitzant a la CUP per poder identificar-se a partir del seu contrast. Feu la vostra @Pdemocratacat, queda clar que sou un partit burges-conservador. #DebateCATrtve",0,0
fjramosr98,1356015059940605953,2021-01-31 23:02:38,#DebateCATrtve Muy buena la respuesta a Garriga de Xabier Fortes.,0,0
smanzano321,1356015059223404546,2021-01-31 23:02:38,Consens i diàleg!!! Sumant!!!#DebateCATrtve https://t.co/4JC4zlVHDu,2,4
alvaroh2002_,1356015059177254912,2021-01-31 23:02:38,"Excepto Garriga, Chacon y Borràs, el resto de candidatos son bastante deplorables #DebateCATrtve",2,6
knoxtgn,1356015053510762503,2021-01-31 23:02:36,#DebateCATrtve son legals aqui pero en un pais democratic el fexisme no hauria de participar en les eleccions,0,1
joeabenpresa,1356015046833414146,2021-01-31 23:02:35,"#DebateCATrtve 
Son tan torpes q piden q los miembros de mesa se pongan el EPI de 19.00 a 20.00 horas y recomiendan (no obligan a los contagiados) a ir a esa hora. Que harán los contagiados? Ir a todas las horas menos a esa para que no los identifiquen. No se puede ser más corto",3,6
CarriErnesto,1356015044170051584,2021-01-31 23:02:34,"#Ganailla 
#DebateCATrtve
Magnifico Salvador ILLA 
ILLA PRESIDENTE 
Terminemos con 10 años nefastos del Gobierno de la Generalitat https://t.co/2jybEIj58T",15,30
AminArias_G,1356015042039263232,2021-01-31 23:02:34,"Me hubiera gustado ver el debate en castellano y catalá indistintamente, sin traducción simultánea ni leches.

Creo que nos haría bien como país escuchar en la televisión pública y con total normalidad las distintas lenguas de España. Son parte de nuestra riqueza. #DebateCATrtve https://t.co/6uRkEbLjMD",0,9
martacortes_r,1356015036620283905,2021-01-31 23:02:32,aiaiaiai el presentador simpatitzant amb el de Vox🤢🤢🤢🤢 #DebateCATrtve,0,1
edgar_fr97,1356015032077856770,2021-01-31 23:02:31,Resumen del #DebateCATrtve : https://t.co/POwg3upazS,35,90
