username,tweet_id,created_at,content,retweets,favs
xbelbar,1356003155369209857,2021-01-31 22:15:20,Hoy es otro buen día para recordar que el derecho de autodeterminación no es ningún derecho fundamental y que reivindicarlo dentro de la UE por regiones ricas es un insulto a las colonias o territorios subyugados que lo han reivindicado históricamente. #DebateCATrtve,1,6
Ossiega,1356003146066235392,2021-01-31 22:15:17,"En un debate electoral no se trata de hablar mucho, sino de que te escuchen mucho, y eso, solo lo ha conseguido 1 en el #DebateCATrtve.

#ganaIlla",1,3
Economia_PD,1356003141939027971,2021-01-31 22:15:17,"Hola @perearagones mira que et comenten des de @InstitutOstrom 

#DebateCATrtve https://t.co/2YlyWOYQeu",3,5
Santi_Liano,1356003141293105156,2021-01-31 22:15:16,"¿Cómo alguien puede votar a la CUP? Es decir, un programa totalmente irrealizable, quién vota eso? #DebateCATrtve",0,0
felixlavilla,1356003139145621513,2021-01-31 22:15:16,"@salvadorilla contundente deja sin argumentos a ERC y Junts, con una pregunta directa: ""¡Diálogo dentro de la ley!. ¿Están vds de acuerdo de dialogar dentro de la ley o no lo están?  #GanaIlla #DebateCATrtve",1,1
ArutiaRutia,1356003135806976003,2021-01-31 22:15:15,L’Illa s omple la boca parlant de diàleg. Que Aragonès li digui que encara estant esperant la taula de diàleg. Cinisme. #DebateCATrtve,0,1
albaesr,1356003134317932558,2021-01-31 22:15:15,"Sr Riera, aleshores per què esteu en el Congrès? 🤔🤑 #DebateCATrtve",0,0
linformatiu_tve,1356003131319062528,2021-01-31 22:15:14,"📩 #14F | Carrizosa @CiudadanosCs acusa Aragonès d'anar a la reunió dels fons a parlar de ""presos polítics"".

@rtvenoticias @RTVECatalunya #DebateCATrtve https://t.co/Zey48sD3YO",2,1
rtve,1356003131268747268,2021-01-31 22:15:14,@tptmdr3 @pacolonso #DebateCATrtve En RTVE digital tienes señal si traducción simultánea https://t.co/JKERILoXwb,1,1
TarekCheriha,1356003130673139720,2021-01-31 22:15:14,"Ja ha sortit el @socialistes_cat fent de salvaguarda del règim monarquic del 78
@salvadorilla 
#DebateCATrtve",2,6
PoliticayModa,1356003127602929664,2021-01-31 22:15:13,Precisamente el gesto disparo (amenaza por la fuerza) no se correspondería con “diálogo dentro de la ley” que propone (o sí...) #defectoIlla #bodylanguage #DebateCATrtve https://t.co/t33mhfOhFE,366,963
istillsurvive,1356003126910857221,2021-01-31 22:15:13,Si o NO #DebateCATrtve,0,0
calipodlima,1356003126051033090,2021-01-31 22:15:13,"#DebateCATrtve #kikopantofin #salvados70 ""inazuma eleven"" ""Jordi Alba"" Gabi #ShingekiNoKyojin #ObjetivoDebate Mateu Messi Mingueza Sasha Griezmann Jokic Umtiti Charo Lopez Dembele Eren Pjanic Cantora Dani García

 https://t.co/PzzozZ0GEy",0,0
BTT_GR_Marc,1356003125862215682,2021-01-31 22:15:13,Algú em dit perquè serveixen els debats polítics..??? #DebateCATrtve,0,2
RosaSantasusana,1356003121563119621,2021-01-31 22:15:12,Vox piiiiiiiiiiiiiiiiiiiiiiiiiii #DebateCATrtve,0,0
NuriaSuarez_R0,1356003118979428352,2021-01-31 22:15:11,Para salir de la crisis hay que #RedistribuirLaRiqueza y acabar en el saqueo de las élites del Procés @RecortesCero es la única candidatura que propone un techo salarial de 5 mil euros para todos los cargos públicos para que nadie cobre por debajo de mil #DebateCATrtve,32,30
sarapr14,1356003117603708933,2021-01-31 22:15:11,dique d contención perq sou els pantana q va fer franco? #DebateCATrtve,0,3
danivaldivia15,1356003114135007233,2021-01-31 22:15:10,"El discurso de la CUP es el mismo que el que tendrá Rodríguez en el debate de las elecciones andaluzas. Vayamos acostumbrándonos. 

#DebateCATrtve",0,5
Lo_Rajoler,1356003112096571392,2021-01-31 22:15:09,"@salvadorilla: Pa diálogo, el que tengo aquí colgado #DebateCATrtve",0,0
carmenlouch,1356003109269614592,2021-01-31 22:15:09,Me gusta la sensatez de Illa en el #DebateCATrtve,0,1
iocandicausa8,1356003104504864769,2021-01-31 22:15:08,Todos contra @salvadorilla ... Porque el ganador va a ser @salvadorilla. ¡Está claro! #DebateCATrtve,0,1
CUPSantMarti,1356003104207069186,2021-01-31 22:15:08,"Carles Riera: Només a la ciutat de Barcelona durant la Pandèmia, 500 desnonaments en 40 dies. Per rescatar l'economia el primer que cal fer és rescatar a les persones.""

🗣️ @carlesral a #DebateCATrtve #PerGuanyar https://t.co/B7xVuP7Mp8",7,19
Vega2Santos,1356003101044600835,2021-01-31 22:15:07,"Pues @salvadorilla ha hecho una pregunta sencilla, ¿están dispuestos a diálogo dentro de la ley?

No le han contestado, no lo han hecho.

Es obvio que la única forma de reencontrarse Cataluña consigo misma es con #PresidentIlla

#GanaIlla #DebateCATrtve",14,22
GabisproS,1356003098746114048,2021-01-31 22:15:06,"La solució en Catalunya es un Referéndum d'independencia.
S'ha de negociar el Si:
S'ha de negociar el No:
Sigui quin sigui el resultat s'ha d'aplicar
#DebateCATrtve",0,0
MartiSaeez,1356003097982676997,2021-01-31 22:15:06,La manera de passar pàgina del senyor Illa: cridar “DIALOGO DENTO DE LA LEY” una vegada i una altra sense escoltar l’altre. Com a projecte de conciliació promet. #DebateCATrtve,0,7
XavierFarres,1356003097487826945,2021-01-31 22:15:06,"📣📣📣👇👇👇👇👇👇
#DebateCATrtve https://t.co/I4mGY1guyd",1,1
GatoVolador_com,1356003096955150336,2021-01-31 22:15:06,"Dice el Sr. Riera que ellos van a ir con los republicanos españoles yéndose. Madre mía, madre mía. Qué risa. 

#DebateCATrtve 
#PorQuéCiutadans
#Arrimadettes14F",0,0
Cs_Lleida,1356003096795746305,2021-01-31 22:15:06,"❌ Illa presume de gestión de la pandemia, pero ha sido la peor de la OCDE 

🍊 @carrizosacarlos: Borràs y Aragonès dijeron que si no perteneciéramos a España habría habido menos muertos y deben pedir perdón aquí y ahora por ese insulto a millones de personas. 

En #DebateCATrtve https://t.co/IKFhC3hg2h",11,18
bernatff,1356003095482916864,2021-01-31 22:15:05,"Vox domina les xarxes de la dreta espanyolista.

Després d'un any de confinament mirant vídeos cada cop més ultres, serà especialment interessant veure cap on es decanta l'antic votant de PP i C's. I l'abstencionista.

#DebateCATrtve https://t.co/8jv1Mp55ph",0,0
Escatxaruta,1356003093603885057,2021-01-31 22:15:05,#DebateCATrtve Tenim uns candidats independentistes que es deixen ridiculitzar per un presentador enviat per Espanya. I no li planten cara... Quina vergonya!,0,3
MariaJoseArte16,1356003092827959296,2021-01-31 22:15:05,"Molt trist, tots contra Illa.
#DebateCATrtve #GanaIlla",0,0
AntoniaGiro,1356003090911133702,2021-01-31 22:15:04,"#DebateCATrtve

Illa  part de la coletilla fascistoide de ""y punto"", resulta bastant maleducat, no?",1,0
cesc239,1356003088461664258,2021-01-31 22:15:04,"El Pere Aragonès s'ompla la boca de la paraula ""amnistia"" mentre el seu govern amenaça amb posar a presó desenes d'independentistes #DebateCATrtve",0,2
AlbertoBondesio,1356003088222580743,2021-01-31 22:15:04,"#DebateCATrtve Tothom hauria d’aprofitar les reunions de feina i arribar amb els deures fets. Sinó, es perden oportunitats pel futur #NextGenerationEU 👇🏼👇🏼🇪🇺 https://t.co/sRzob7MUxT",0,2
Carmen45465296,1356003088180666374,2021-01-31 22:15:04,"@jumasa85 #GanaIlla
#DebateCATrtve
#TornaCatalunya
#PresidentILLA ❤️ ✊ 🌹",6,5
veoluegoopino,1356003087291453440,2021-01-31 22:15:03,Imposible seguir el #DebateCATrtve El catalán es mi lengua materna pero tener que escuchar la traducción simultánea me hace cambiar a #ObjetivoDebate,0,0
MartaPuigf,1356003086939123712,2021-01-31 22:15:03,"L'Illa és patètic, quina poca talla intel·lectual. #DebateCATrtve",0,1
AmurasAmura,1356003086024798208,2021-01-31 22:15:03,"#DebateCATrtve
Por qué no hacen este debate en TV3?  🤷‍♂️🤷‍♂️",0,1
calogherus,1356003084724555778,2021-01-31 22:15:03,#debatecatrtve ILLA FACHA ha quedat clar,0,0
_Javitus_,1356003082375725058,2021-01-31 22:15:02,#DebateCATrtve Como Illa se quite las gafas se cabreara https://t.co/nwFWfgd97g,0,0
dino_gyu,1356003078948986880,2021-01-31 22:15:01,Ni recordava l’existència del Carrizosa. ☠️ #DebateCATrtve,0,1
PSCVOccSud,1356003077141258243,2021-01-31 22:15:01,"🗨️@salvadorilla:

""Hay que pasar página de estos 10 años de división y decadencia en Catalunya.

Hay que hacerlo con el reencuentro y el instrumento es el DIÁLOGO dentro de la ley"".

#GanaIlla
#DebateCATrtve https://t.co/6HK4XybPqy",6,6
davroca5,1356003076843450375,2021-01-31 22:15:01,L'efecte Illa desinflant-se a cada paraula i crit que fot. És la major expressió del PSC's en que s'han convertit #DebateCATrtve,5,13
calipodlima,1356003076151386112,2021-01-31 22:15:01,"#DebateCATrtve #kikopantofin #salvados70 ""inazuma eleven"" ""Jordi Alba"" Gabi #ShingekiNoKyojin #ObjetivoDebate Mateu Messi Mingueza Sasha Griezmann Jokic Umtiti Charo Lopez Dembele Eren Pjanic Cantora Dani García

 https://t.co/djwAv99tXg",0,0
NicolsRico5,1356003073513152513,2021-01-31 22:15:00,"Illa en la versió  més reyrograda possible. Ja no sap parlar català
#DebateCATrtve",0,0
xavieramor,1356003068844908544,2021-01-31 22:14:59,"@salvadorilla : “en Catalunya hay q pasar página, dejar atrás 10 años de decadencia. Diálogo dentro de la ley” y siguen los silencios y los ataques a ILLA, #GanaILLA el #DebateCATrtve . #PresidentILLA @socialistes_cat @PSCMaresme @pscpineda https://t.co/uuqi5ZU499",1,1
knoxtgn,1356003062570233863,2021-01-31 22:14:58,"#DebateCATrtve Vox es franquisme , res més",0,0
Marsais_,1356003059537686528,2021-01-31 22:14:57,"Unos fondos europeos de 140M de euros que bien invertidos favorecerán la recuperación sanitaria, económica y social del país

#GanaIlla
#DebateCATrtve https://t.co/iWuZ80w4p8",14,22
mag_loud,1356003058602438664,2021-01-31 22:14:57,Carles Riera huele a naftalina. #DebateCATrtve,0,0
ppaabblloo81,1356003057088212995,2021-01-31 22:14:56,Què li han donat avui a @perearagones? Se'ls està menjant amb patates. #DebateCATrtve,0,3
QuimetRoman,1356003053812514820,2021-01-31 22:14:56,Recordem que el pp i vx ens volen afusellar a tots. #DebateCATrtve,0,0
Hater72814577,1356003051241402369,2021-01-31 22:14:55,"@arbos_j Jo ho tinc clar que l'entenen. Sembla qui qui vol governar no, sinó no dirien aquestes bajanades. El #DebateCATrtve el veu tota la resta de l'Estat espanyol, i és per això que defenso el parlar en castellà.",0,0
RosaSantasusana,1356003044106899459,2021-01-31 22:14:53,Que la Cup diu que la independencia es lo millor de lo millor i que aniràn cap a la confrontació amb Espanya #DebateCATrtve,0,0
anacsanz6,1356003041028296705,2021-01-31 22:14:52,GARRIGA CALLATEEE!  #DebateCATrtve,0,2
silviacasola,1356003036393570307,2021-01-31 22:14:51,Ai el règim del 78 🤦🏾‍♀️ #DebateCATrtve,0,3
Catroig,1356003036389404673,2021-01-31 22:14:51,"Dirá en la misma frase ""hay que superarlo"" y luego defender la constitución del 78.

#DebateCATrtve",0,1
jfinsalsous,1356003035382755328,2021-01-31 22:14:51,"El de la CUP da entre risa y pena. Aparte, no ni es el candidato actual. #DebateCATrtve",0,2
danielissimo87,1356003031347830787,2021-01-31 22:14:50,"HAY QUE SUPERARLO.
#DebateCATrtve",0,3
MagrinyaJordi,1356003024112668673,2021-01-31 22:14:48,"L’Illa fa 
molta 
Molta 
MOlta 
MOLta 
MOLTa 
MOLTA 
ràbia no?
#DebateCATrtve",4,114
FaroRojo1,1356003018869768192,2021-01-31 22:14:47,"Los del PP y Vox queriendo importar las políticas de Ayuso a Cataluña. 
Mientras que el de la CUP independentista en la televisión pública con libertad total diciendo que España no es un país democrático. Dan risa.
🤦‍♂️🤣 #apagayvamonos 
 #DebateCATrtve",1,2
JordiSeguer,1356003017594695680,2021-01-31 22:14:47,.@perearagones: La solució a aquest conflicte passa per votar a les urnes. Sr. Illa no pot venir a demanar passar pàgina quan tenim presos i exiliats polítics #DebateCATrtve #JoERC #AlCostatDeLaGent,4,11
alextivenys,1356003016651005956,2021-01-31 22:14:47,@j_giner Tal cual y eso es lo mejor que tenían para Catalunya los fascistas de VOX #DebateCATrtve,0,0
CatalunyaJa,1356003010674089990,2021-01-31 22:14:45,"No @salvadorilla Espanya no és democràtica
#DebateCATrtve",2,2
OrodisiSevilla,1356003005330567168,2021-01-31 22:14:44,"bien visto. A pesar de la injerencia de @TwitterEspana en las elecciones catalanas, @Igarrigavaz y @vox_es van en cabeza en las redes

#DebateCATrtve https://t.co/mu6YEIIE1c",2,3
elgranPerich,1356003000188329984,2021-01-31 22:14:43,Diálogo... #DebateCATrtve https://t.co/7lcgfYVoBX,12,29
Carlos_emateo,1356002984145149953,2021-01-31 22:14:39,"“En materia económica Cataluña tiene mucho que aprender de Madrid en este momento. Pocas lecciones pueden dar los que gobiernan con Torra”. @alejandroTGN @PPCatalunya #UnaCataluñaMejor
#DebateCATrtve https://t.co/iyc2FCdEnl",5,10
montsvb,1356002982161211392,2021-01-31 22:14:38,"Bueno,  he d'anar de nones. Au, molt bona nit (muy buenas noches) 

#DebateCATrtve",0,4
jesuspgx,1356002978075979784,2021-01-31 22:14:37,La CUP #DebateCATrtve https://t.co/FFdHxU7UF4,2,9
RamonRoyes,1356002973634228226,2021-01-31 22:14:36,"El feixista de VOX es menja a Cs i PP. La #Noespot, molt i molt justeta, el de la CUP donant lliçons però mai es mullen x governar i esperàvem la Dolors, l’Illa un cínic, Aragonès com si no haguessin aprovat el pressupost d’ESP. La Laura, la més clara i creïble.  #DebateCATrtve",7,21
victorjuarez99,1356002969372794881,2021-01-31 22:14:35,QUE ESTAN HABLANDO Y PROCLAMANDO EN TVE PUBLICA QUE VIVIMOS EN UN REGIMEN DICTATORIAL SIN LIBERTAD MIRA QUE VERGUENZA QUIEN VIERA ESTO DESDE OTRO LUGAR PASANDOLO CANUTAS DE VERDAD QUE POCA VERGUENZA #DebateCATrtve,0,0
GerardRosell,1356002964792635399,2021-01-31 22:14:34,"#DebateCATrtve Un xupito cada vegada que l'Illa parli de diàleg i d'una falsa democràcia. 
Ara sembla el xèrif del poble 'Diálogo dentro de la ley'. 
Això deia aquella gent privilegiada que tenia més drets que els seus súbdits.",0,3
elsofistaquefui,1356002961143566337,2021-01-31 22:14:33,"Illa que quiere ""resolver el conflicto en Cataluña"" con ""diálogo en la mesa de diálogo"" montada por el gobierno. ¿Para dialogar sobre qué? ¿""El dret a decidir"" como ya defendía el PSC? #DebateCATrtve",0,0
PSCVOccSud,1356002955988754432,2021-01-31 22:14:32,"Las propuestas de @salvadorilla tiene una meta clara:

""Cataluña tiene que recuperar el liderazgo económico en España y para hacerlo tenemos que acabar con la división.”

#DebateCATrtve #GanaIlla 

 https://t.co/R5qsBfKjP4",1,1
PscPalamos,1356002955787431936,2021-01-31 22:14:32,#DebateCATrtve #GanaIlla ❤️ https://t.co/fNVk4nbJPc,1,2
NachoGarciaPer2,1356002949584007173,2021-01-31 22:14:31,"#DebateCATrtve
Por qué no se unen PSC ,C,S,PPC y VOX para quitar a los independentistas de la Generalitat?",0,0
JaviDarkness,1356002947407241219,2021-01-31 22:14:30,¿Alguien ve posible una coalición ERC+PSC+ECP? Yo no #DebateCATrtve,0,0
peresabat,1356002946375421952,2021-01-31 22:14:30,"Quina pena veure el PSC de Pallach, Reventós i Maragall representat per aquest aprenent d’Arrimadas que és Salvador Illa. 

El 14F o presidència republicana per anar endavant, o presidència socialista per anar enrere. 

Amnistia i Autodeterminació 

#DebateCATrtve",12,24
aurorabonnin,1356002942734774277,2021-01-31 22:14:29,La traducción me marea. #DebateCATrtve,0,1
AlbiolMoreno,1356002942214696960,2021-01-31 22:14:29,És un debat o és un monòleg de l'Illa ? #DebateCATrtve,0,2
DRZRZ,1356002940352409602,2021-01-31 22:14:28,"#DebateCATrtve. @salvadorilla ""Diálogo sí pero dentro de la ley"". ¿Está de acuerdo en dialogar usted dentro de la ley? Lanza la pregunta nuestro candidato. #GanaIlla",22,39
JordiMonros,1356002939454820357,2021-01-31 22:14:28,"@LauraBorras👉 ""El q no pot ser és q els impostos q paguem els catalans no serveixin per rescatar ni als emprenedors, ni a les famílies ni a les empreses a Catalunya i això és el q ha passat dins l'Estat Español, l'únic estat d'Europa q no ha donat ajudes directes""
#DebateCATrtve https://t.co/t1uahnCJLL",4,6
catala12345,1356002933125603328,2021-01-31 22:14:27,#DebateCATrtve El MHP Carles Puigdemont está libre en la Europa democrática. Significativo,0,0
Pepbogota,1356002932555177985,2021-01-31 22:14:27,"#DebateCATrtve l'Illa està dient a 2.3M de persones representats per 70 diputats, la majoria del @parlamentcat , que en el seu diàleg dins de la seva llei, renunciï a les seves aspiracions polítiques. Aquesta és la seva democràcia: uns poden aspirar a allò que volen i altres no.",0,0
jordifeu,1356002929988296704,2021-01-31 22:14:26,"Salvador Illa pregunta ""¿Está de acuerdo en dialogar dentro de la ley?"". Com es dialoga fora de la llei? #DebateCATrtve",0,0
delmonew,1356002928847417349,2021-01-31 22:14:26,"Si negamos lo objetivo, es difícil dialogar:
1) Es falso que el 80% de los catalanes queramos un referéndum de independencia.
2) Es falso que la autodeterminación sea un derecho en una democracia plena.
3) España es una democracia reconocida en todo el mundo.
#DebateCATrtve",2,11
JosepMaria_,1356002928067293184,2021-01-31 22:14:26,@angelschacon la única que planta cara a los okupas hablando de viviendas  #DebateCATrtve,0,0
andresvs01,1356002924535668743,2021-01-31 22:14:25,"El candidato de la CUP dice que España no es un estado democrático. Entonces, ¿por qué el es diputado en un parlamento? #DebateCATrtve",0,9
neusguerrero,1356002924120440832,2021-01-31 22:14:25,"El reencuentro mediante el diálogo dentro de la ley, y acabar con 10 años de división. Pasar página. #DebateCATrtve #GanaIlla https://t.co/mvkN3rVQnO",34,60
DenebGabe,1356002923571007490,2021-01-31 22:14:24,"#DebateCATrtve
Un debat moderat per un espanyol i en castellà? 🤮
No hauria d'haver anat cap representant català. Que es barallin entre ells",0,1
Despierto18,1356002921075322888,2021-01-31 22:14:24,Vamos independencia ahora sí jajajajajajaja la otra vez era de coña por los Loles #DebateCATrtve,0,0
eduthio,1356002918151966722,2021-01-31 22:14:23,"Hola @salvadorilla el “dialogodentrodelaley” que tu dius no hagués permès avenços socials com el vot de les dones, el matrimoni igualitari,... #amnistia #autodeterminacio #referendum #illaElGris #DebateCATrtve",0,2
mruiz_gema,1356002914213515277,2021-01-31 22:14:22,"""Más humildad. Más unidad. Es el camino"" 
Es @salvadorilla 
 #DebateCATrtve #GanaIlla #PresidentIlla https://t.co/vGX8hlSSZl",11,20
GatoVolador_com,1356002903723540481,2021-01-31 22:14:20,"Illa está muy duro en la defensa de la ley y de la democracia, pero después las elecciones...

#DebateCATrtve 
#PorQuéCiutadans
#Arrimadettes14F",0,0
BrunissenCat,1356002903341862912,2021-01-31 22:14:20,"A Illa ja li ha sortit el petit dictador, llei, llei, i llei i ordre. i es diuent d'esquerra 😂😂😂😂😂😂
 #DebateCATrtve",1,3
AdamCasals,1356002899634085890,2021-01-31 22:14:19,"Y para hacerlo, no se trata de quejarse siempre de los demás. Sí, Madrid hace algunas cosas mejor. Y Múnich. Y Berlín. 
Es el momento de la humildad. 
Y también de pasar página, del reencuentro, de mirar hacia adelante.
#DebateCATrtve",0,2
CarmeDuenas,1356002899483123712,2021-01-31 22:14:19,#DebateCATrtve Carles Riera parlant clar 👏👏👏,0,1
BalagRuth,1356002897713102848,2021-01-31 22:14:18,"#DebateCATrtve dialogar??? pero???? ¡si cataluña lleva 3 años esperando dialogo!,este illa....ah claro! illa es del psc,entiendo a que llama dialogo",1,1
Patrici30126955,1356002897297879043,2021-01-31 22:14:18,"#DebateCATrtve Esquerra Republicana: pasar página no es lo que quiero, encontrar una solución votando si lo quiero.",3,7
pichitaoo7,1356002895523586052,2021-01-31 22:14:18,"Todo el rato con la independencia🤦🏻‍♂️🤦🏻‍♂️
Lo de ayudas a las viviendas, mejoras sanitarias y más ayudas en los estudios.... lo dejamos para otro día no?
#DebateCATrtve",1,1
marticalix,1356002895028752385,2021-01-31 22:14:18,"M'ha agradat quan l'Aragones li respon a l'Illa que tant de parlar de la llei fagi com el Regne Unit i permeti un referèndum!

#DebateCATrtve",8,29
Mara_767,1356002893929787392,2021-01-31 22:14:17,"Sr Illa parla català, vol ser president de la Generalitat? #DebateCATrtve",0,0
Gargotejant,1356002890909933569,2021-01-31 22:14:17,"""Esteu d'acord en fer un debat dintre de la llei tot ignorant que la llei la redactem nosaltres?"" #DebateCATrtve",2,12
bcnmir,1356002888980561920,2021-01-31 22:14:16,El millor projecte el que està explicant en Carles Riera pels països catalans #loveriera #DebateCATrtve,0,0
albaesr,1356002888682795010,2021-01-31 22:14:16,"Zasca del Illa al sr Aragonès. No, ERC no vol cap diàleg. Vol seguir amb la confrontació #DebateCATrtve",0,2
SoniaMartinGuti,1356002888183635973,2021-01-31 22:14:16,"Muy bien Illa recordando a los independentistas las consecuencias que conllevan el ir en contra de la ley 👏👏

#DebateCATrtve",0,0
jordisalavila,1356002886598205441,2021-01-31 22:14:16,"#DebateCATrtve l'Illa enrocat amb ""la ley"". Les lleis les han canviar quan els ha convingut.",0,0
Jisegura78,1356002886006792199,2021-01-31 22:14:15,"“Menys Barcelona World, menys casinos i més política industrial que eviti tancaments” @jessicaalbiach
🔝🔝🔝🔝🔝🔝🔝
#DebateCATrtve",1,0
arnau_llambrich,1356002885075685377,2021-01-31 22:14:15,"Catalunya serà el que els catalans i les catalanes diguin que ha de ser i .
#DebateCATrtve",0,5
Ximobarbera,1356002881619505152,2021-01-31 22:14:14,"#DebateCATrtve si algo caracteriza los debates electorales es que todos van contra el/los representante/s del gobierno saliente. Perdón, en todos excepto en el presente: todos contra Illa. Por eso, #GanaIlla",0,0
semprecansat,1356002879690125312,2021-01-31 22:14:14,"""Pot fer un referèndum com el Regne Unit"" Bua Illa allà t'ha fulit déu meu 

#DebateCATrtve",1,7
teresabm100,1356002878704517120,2021-01-31 22:14:14,#DebateCATrtve Venga ya Salvador Illa. Diálogo??? Estem farts de que ens prengueu el pèl. Aneu a ....,0,2
asia031101,1356002875265134593,2021-01-31 22:14:13,"#Illa, l'estat espanyol no és just ni democràtic.

És corrupte, això si. #NúriaMarín

#DebateCATrtve",0,8
QuicoSalles,1356002867962908675,2021-01-31 22:14:11,"Aragonès revifa en parlar dels presos polítics. Illa surt a l'ofensiva i proposa el 'diàleg dins de la llei' perquè ""no hauríem arribat fins aquí si s'hagués respectat la llei"" #noshaditmai #DebateCATrtve",2,32
Montserrat11091,1356002867031781377,2021-01-31 22:14:11,#DebateCATrtve  https://t.co/1gwxC8kyFn,2,1
merceB612,1356002866629124101,2021-01-31 22:14:11,"Aminista i autodeterminació, diu @perearagones així sí que passarem pàgina. #DebateCATrtve",1,6
AlabauAlbert,1356002866155188230,2021-01-31 22:14:11,"#DebateCATrtve
És difícil trobar un personatge més trist i apagat que el sr. Illa.",0,1
LlibertatCat_,1356002865421185024,2021-01-31 22:14:11,"Davant la SUBMISSIÓ, la rendició, la desmotivació, davant el ""NO PODEM"", PLANTEM CARA! ⬇️

JUNTS PER TORNAR A AVANÇAR!

NI SUBMISSIÓ, NI TRIPARTITS! 

PLANTAR CARA I UNITAT INDEPE! 

#DebateCATrtve #14F #JUNTS https://t.co/7MKCQjTAwI",1,0
joanvg80,1356002862086676483,2021-01-31 22:14:10,Illa és la versió masculina de la bruixa de les tres bessones. #DebateCATrtve https://t.co/c0b9rZWzaQ,0,1
mariallaras,1356002861495312390,2021-01-31 22:14:10,Ahora vamos al bloque de la utopía de la independencia🦄 #DebateCATrtve,0,0
ernestcauhe,1356002860337668101,2021-01-31 22:14:09,“Hablen en castellano para que les entiendan en toda España” quan en realitat hauria de ser “hablen en la lengua que quieran para que en España entiendan”. #DebateCATrtve,1,4
socialistes_cat,1356002857200316417,2021-01-31 22:14:09,"🗨️@salvadorilla:

""Hay que pasar página de estos 10 años de división y decadencia en Catalunya.

Hay que hacerlo con el reencuentro y el instrumento es el DIÁLOGO dentro de la ley"".

#GanaIlla
#DebateCATrtve https://t.co/X5XI4XjAdv",163,269
inigojouron,1356002851491880963,2021-01-31 22:14:07,Me encantan las miradas irónicas de Illa #DebateCATrtve,0,1
GOSSETES,1356002851445735425,2021-01-31 22:14:07,"El sembla q l' Illa s' ha convertit en Rajoy. "" Dentro de la ley"" es tenir els jutges posats per Gürtel? ,.tenir presos per les seves idees ???? #DebateCATrtve",0,0
XandriJordi,1356002847435976706,2021-01-31 22:14:06,"Aragonès és tan dolent, que Illa se'l menja amb patates fregides amb maonesa robades al mossèn Junqueras. #DebateCATrtve",0,7
QuimetRoman,1356002845301088261,2021-01-31 22:14:06,Illa ha fracassat en tots els projectes dels que ha estat responsable.  I a aquest hem de votar? #DebateCATrtve,2,1
JosepAntoniIgl1,1356002844193783812,2021-01-31 22:14:06,"Algú que necessita tantissims papers per un debat no em genera confiança, que voleu que us digui...
#DebateCATrtve https://t.co/E0Q2ckgvz3",2,5
rtvenoticias,1356002838334369795,2021-01-31 22:14:04,"Laura Borràs (JxC): ""Nuestra propuesta es la misma: ejercicio del derecho de autodeterminación [...] y la única receta para ello es la independencia"" #DebateCATrtve https://t.co/z7G3lcXgsZ https://t.co/a3nrugnw7M",1,3
AnnaSatorra,1356002837973635076,2021-01-31 22:14:04,"#Catalunya multiplica x6 les oKupacions que a la Comunitat de Madrid. Les okupacions il•legals a habitatges habituals... propostes del #PDeCAT

#SiThoPensesPDeCAT 

#DebateCATrtve https://t.co/PaMQiCahu1",8,24
palenzuelayoli,1356002837541564421,2021-01-31 22:14:04,"@salvadorilla nosotros defendemos el encuentro dentro de la ley, para que haya diálogo.
Están de acuerdo si, o no???
#DebateCatrtve.
#GanaIlla!!!👍😊🌹👏 https://t.co/rOCNZQp32Q",1,2
Nriel10,1356002835322822659,2021-01-31 22:14:03,"President, president. Lástima que la ley electoral en Cat hace imposible cualquier cambio #DebateCATrtve",0,0
david_font,1356002831678005248,2021-01-31 22:14:03,"Calen polítiques valentes i garantir habitatge per a tothom, però mai en detriment de les famílies que han adquirit la seva vivenda i la paguen cada mes. Per això,

👮🏼‍♀️Pena de presó a qui okupi domicilis habituals de famílies a Catalunya

#DebateCATrtve 
#SiThoPensesPDeCAT https://t.co/INbP372zlW",4,9
DonQuij67697813,1356002830960775174,2021-01-31 22:14:02,"#DebateCATrtve

Los nazis en su linea",0,0
LiberalCatala,1356002830209986561,2021-01-31 22:14:02,La Chacón dient “Pedecat” cada 10 segons perquè se’n recordin de quin partit és #DebateCATrtve https://t.co/58dnCfUzCb,0,0
HomoDatus,1356002829148839938,2021-01-31 22:14:02,"De los últimos tweets escritos por cada candidato, ¿Cuántos lo han escrito en Catalán y cuántos en Español? Respondemos a estas preguntas y muchas más en el panel de datos que presentamos mañana.
#DebateCATrtve https://t.co/O2QXsPPT8c",4,5
mag_loud,1356002826791628801,2021-01-31 22:14:01,"Es que no cambian el maldito discurso.... autodeterminación, votar, democracia... incorporan palabras fuertes sin darles sentido. Hay que joderse CUP, ERC, Junts. #DebateCATrtve",0,0
jordivilanova4,1356002825751375879,2021-01-31 22:14:01,.@alejandroTGN al   #DebateCATrtve https://t.co/g2yDEnfK0i,0,0
ngarcialatorre,1356002820747620352,2021-01-31 22:14:00,"Cuando el presentador pregunta sobre el encaje de Catalunya dentro de España, el independentismo solo sabe hablar de la falsa represión que existe teóricamente en Cataluña. Necesitamos pasar página urgentemente #GanaIa #DebateCATrtve",1,3
flip1714,1356002820491792386,2021-01-31 22:14:00,"@BetonaComin @LauraBorras Ella‼️na @LauraBorras  sempre!
No hi ha color 
#DebateCATrtve",0,1
